#,squad,page_id,tags,title,description,intent,video_id,intent_type,channel,category,category_icon,is_deep_link_available,deeplink,priority,line_of_business,resident_type,visibility,product_category,query_category,query_sub_category,sr_category,sr_name,is_popular,label,intent_priority,Follow up 1,Follow up 2 ,Follow up 3,nlu_intent,nlu_entities,nlu_examples,nlu_disambiguation_hint
379,WEALTH,All,Bajaj Finserve MF|Invest in Bajaj Finserve MF,How do I invest in Bajaj Finserv mutual funds?,Explore and invest in Bajaj Finserv mutual fund offerings.,INVEST_BAJAJ_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Bajaj Finserve MF,,,,,invest_bajaj_finserve_mf,"{""action"": ""invest"", ""feature"": ""bajaj_finserve_mf"", ""fund_house"": ""bajaj_finserv"", ""product"": ""mutual_fund""}",Bajaj Finserve MF|Invest in Bajaj Finserve MF|How do I invest in Bajaj Finserv mutual funds?,Use for Invest in Bajaj Finserve MF. Feature is bajaj finserve mf. Fund house is bajaj finserv.
380,WEALTH,All,Canara Rob MF|Invest in Canara Rob MF,How do I invest in Canara Robeco mutual funds?,Invest in Canara Robeco mutual funds for diversified investment options.,INVEST_CANARA_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Canara Rob MF,,,,,invest_canara_rob_mf,"{""action"": ""invest"", ""feature"": ""canara_rob_mf"", ""fund_house"": ""canara_robeco"", ""product"": ""mutual_fund""}",Canara Rob MF|Invest in Canara Rob MF|How do I invest in Canara Robeco mutual funds?,Use for Invest in Canara Rob MF. Feature is canara rob mf. Fund house is canara robeco.
381,WEALTH,All,Groww MF|Invest in Groww MF,How do I invest in Groww mutual funds?,Invest in mutual funds available via Groww integration or external holdings.,INVEST_GROWW_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Groww MF,,,,,invest_groww_mf,"{""action"": ""invest"", ""feature"": ""groww_mf"", ""fund_house"": ""groww"", ""product"": ""mutual_fund""}",Groww MF|Invest in Groww MF|How do I invest in Groww mutual funds?,Use for Invest in Groww MF. Feature is groww mf. Fund house is groww.
382,WEALTH,All,HSBC MF|Invest in HSBC MF,How do I invest in HSBC mutual funds?,Invest in HSBC mutual fund schemes to diversify your portfolio.,INVEST_HSBC_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in HSBC MF,,,,,invest_hsbc_mf,"{""action"": ""invest"", ""feature"": ""hsbc_mf"", ""fund_house"": ""hsbc"", ""product"": ""mutual_fund""}",HSBC MF|Invest in HSBC MF|How do I invest in HSBC mutual funds?,Use for Invest in HSBC MF. Feature is hsbc mf. Fund house is hsbc.
383,WEALTH,All,LIC MF|Invest in LIC MF,How do I invest in LIC mutual funds?,Explore and invest in LIC mutual fund offerings easily.,INVEST_LIC_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in LIC MF,,,,,invest_lic_mf,"{""action"": ""invest"", ""feature"": ""lic_mf"", ""fund_house"": ""lic"", ""product"": ""mutual_fund""}",LIC MF|Invest in LIC MF|How do I invest in LIC mutual funds?,Use for Invest in LIC MF. Feature is lic mf. Fund house is lic.
384,WEALTH,All,TRUSTMF|Invest in TRUSTMF,How do I invest in TRUST mutual funds?,Invest in TRUST mutual fund schemes through the app.,INVEST_TRUST_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in TRUSTMF,,,,,invest_trustmf,"{""action"": ""invest"", ""feature"": ""trustmf"", ""fund_house"": ""trust"", ""product"": ""mutual_fund""}",TRUSTMF|Invest in TRUSTMF|How do I invest in TRUST mutual funds?,Use for Invest in TRUSTMF. Feature is trustmf. Fund house is trust.
385,CX,All,Close Consumer Loan|Complete Consumer Loan|Finalize Consumer Loan|End Consumer Loan|Settle Consumer Loan|End Consumer Durable Loan|Complete Vehicle Loan|Finalize 2 Wheeler Loan|2 wheeler loan|Consumer Loan,How do I foreclose my loan?,"Foreclose your consumer, vehicle, or durable loan by paying the outstanding amount.",LOAN_FORECLOSURE,,Redirection ,,,,,/loansDashboard/myLoans,,liability|asset|creditcard,RI,True,,,,,,False,Other Loan Foreclosure,,,,,close_loan_foreclosure,"{""action"": ""close"", ""feature"": ""loan_foreclosure"", ""loan_type"": ""loan"", ""product"": ""loan"", ""service_type"": ""foreclosure""}",Close Consumer Loan|Complete Consumer Loan|Finalize Consumer Loan|End Consumer Loan|Settle Consumer Loan|End Consumer Durable Loan|Complete Vehicle Loan|Finalize 2 Wheeler Loan|2 wheeler loan|Consumer Loan|How do I foreclose my loan?|Other Loan Foreclosure,Use for Other Loan Foreclosure. Feature is loan foreclosure. Service type is foreclosure. Loan type is loan.
386,CX,All,RC Line Foreclosure|Revolving Credit Foreclosure|Revolving Credit Line Foreclosure|Credit Line Foreclosure|Pay later Foreclosure|Paylater Foreclosure|Flipkart loan Foreclosure|Ola loan Foreclosure|Amazon loan foreclosure|Flipkart Pay Later Closure,How do I foreclose my pay later loan?,Close your pay later or revolving credit line by clearing dues.,PAYLATER_FORECLOSURE,,Redirection ,,,,,/loansDashboard/myLoans,,liability|asset|creditcard,RI,True,,,,,,False,Pay Later Foreclsoure,,,,,close_pay_later_foreclosure,"{""action"": ""close"", ""feature"": ""pay_later_foreclosure"", ""loan_type"": ""pay_later"", ""product"": ""pay_later"", ""service_type"": ""foreclosure""}",RC Line Foreclosure|Revolving Credit Foreclosure|Revolving Credit Line Foreclosure|Credit Line Foreclosure|Pay later Foreclosure|Paylater Foreclosure|Flipkart loan Foreclosure|Ola loan Foreclosure|Amazon loan foreclosure|Flipkart Pay Later Closure|How do I foreclose my pay later loan?|Pay Later Foreclsoure,Use for Pay Later Foreclsoure. Feature is pay later foreclosure. Service type is foreclosure. Loan type is pay later.
387,PLATFORM,All,Face Settings|Biometric|Biometric recognition|Biometric ID|Login|Login ID|Login using Biometric|Login Face ID|Login Touch ID|Fingerprint reader,How do I manage biometric login settings?,Enable or manage biometric authentication like Face ID or fingerprint for secure login.,MANAGE_BIOMETRIC_LOGIN,,Redirection ,,,,,/Settings,,liability|asset|creditcard,RI,True,,,,,,False,Biometric - Login Settings,,,,,manage_biometric_login,"{""action"": ""manage"", ""feature"": ""biometric_login"", ""product"": ""biometric_login"", ""service_type"": ""settings_management""}",Face Settings|Biometric|Biometric recognition|Biometric ID|Login|Login ID|Login using Biometric|Login Face ID|Login Touch ID|Fingerprint reader|How do I manage biometric login settings?|Biometric - Login Settings,Use for Biometric - Login Settings. Feature is biometric login. Service type is settings management.
388,REWARDS,All,Hotel|Book|Book Hotel|Travel|Trip,How do I book hotels?,Book hotels for your travel needs directly through the app.,BOOK_HOTELS,,Redirection ,,,,,/rewards/hotel,,liability,RI,True,,,,,,False,Hotel Booking,,,,,book_hotel_booking,"{""action"": ""book"", ""feature"": ""hotel_booking"", ""product"": ""hotel_booking""}",Hotel|Book|Book Hotel|Travel|Trip|How do I book hotels?|Hotel Booking,Use for Hotel Booking. Feature is hotel booking.
389,PAYMENTS,All,Add Money|Money add,How do I add money?,Add funds to your account or wallet quickly and securely.,ADD_MONEY,,Redirection ,,,,,/addMoney,,liability,RI,True,,,,,,False,Add Money,,,,,add_money,"{""action"": ""add"", ""feature"": ""money"", ""product"": ""account""}",Add Money|Money add|How do I add money?,Use for Add Money. Feature is money.
390,ALL,All,Stop marketing calls and messages,How do I stop marketing calls and messages?,Opt out of promotional communications and marketing messages.,STOP_MARKETING_COMM,,Redirection ,,,,,/https://www.idfcfirstbank.com/dnd,,liability|asset|creditcard,RI,True,,,,,,False,Stop marketing calls and messages,,,,,stop_marketing_communications,"{""action"": ""stop"", ""feature"": ""marketing_communications"", ""product"": ""banking_service"", ""request_type"": ""marketing_opt_out"", ""service_type"": ""marketing_opt_out""}",Stop marketing calls and messages|How do I stop marketing calls and messages?,Use for Stop marketing calls and messages. Feature is marketing communications. Service type is marketing opt out.
391,CC,All,Secured card|Wow card|Credit card against FD|FD backed card|First earn credit card,How do I get a credit card against FD?,Apply for a secured credit card backed by your fixed deposit.,CC_AGAINST_FD,,Redirection ,,,,,/ApplyFdSecuredCard,,liability,RI,True,,,,,,False,Credit Card against FD,,,,,apply_credit_card_against_fd,"{""action"": ""apply"", ""card_type"": ""credit_card"", ""deposit_type"": ""fixed_deposit"", ""feature"": ""credit_card_against_fd"", ""product"": ""credit_card""}",Secured card|Wow card|Credit card against FD|FD backed card|First earn credit card|How do I get a credit card against FD?,Use for Credit Card against FD. Feature is credit card against fd. Card type is credit card. Deposit type is fixed deposit.
392,CC,All,CreditPro|Credit Pro|Balance Transfer,How does CreditPro balance transfer work?,Transfer your credit card balance using CreditPro for better repayment options.,CREDITPRO_BALANCE_TRANSFER,,Redirection ,,,,,/CreditProBalanceTransfer,,liability,RI,True,,,,,,False,Credit Pro balance transfer,,,,,transfer_balance_transfer_fund_transfer,"{""action"": ""transfer"", ""card_type"": ""credit_card"", ""feature"": ""balance_transfer"", ""payment_type"": ""fund_transfer"", ""product"": ""credit_card""}",CreditPro|Credit Pro|Balance Transfer|How does CreditPro balance transfer work?|Credit Pro balance transfer,Use for Credit Pro balance transfer. Feature is balance transfer. Card type is credit card. Payment rail or bill type is fund transfer.
393,WEALTH,All,Motilal|3 in 1|3 in|in 1|three|demat trading|amc waiver|hold and release|Hold & Release|Share trading,How do I open a 3-in-1 account?,"Open a 3-in-1 account for banking, trading, and demat services.",OPEN_3IN1_ACCOUNT,,Redirection ,,,,,/3in1account,,liability,RI,True,,,,,,False,3 in 1 Account,,,,,open_three_in_one_account,"{""account_type"": ""three_in_one_account"", ""action"": ""open"", ""feature"": ""three_in_one_account"", ""product"": ""account""}",Motilal|3 in 1|3 in|in 1|three|demat trading|amc waiver|hold and release|Hold & Release|Share trading|How do I open a 3-in-1 account?|3 in 1 Account,Use for 3 in 1 Account. Feature is three in one account.
394,FX,All,gift city holdings|view gift city account|gift city deposit balance|gift city fd balance,How do I view my GIFT City holdings?,"View your GIFT City account holdings, deposits, and statements.",VIEW_GIFT_CITY_HOLDINGS,,Redirection ,,,,,/account,,liability,RI,True,,,,,,False,GIFT City Holdings & Statement,,,,,view_gift_city_holdings,"{""account_type"": ""gift_city_account"", ""action"": ""view"", ""deposit_type"": ""fixed_deposit"", ""document_type"": ""statement"", ""feature"": ""gift_city_holdings"", ""product"": ""gift_city_account""}",gift city holdings|view gift city account|gift city deposit balance|gift city fd balance|How do I view my GIFT City holdings?|GIFT City Holdings & Statement,Use for GIFT City Holdings & Statement. Feature is gift city holdings. Deposit type is fixed deposit. Document requested is statement.
395,FX,All,open fcnr deposit|start fcnr account|fcnr deposit rates|fcnr interest rates|fcnr deposit|fcnr deposit statement|fcnr deposit application|how to open fcnr deposit|convert nre to fcnr|Foreign currency fixed deposits for NRIs,How do I open an FCNR deposit?,Open a foreign currency fixed deposit (FCNR) for NRI investments.,OPEN_FCNR_DEPOSIT,,Redirection ,,,,,/createfcnrfd,,liability,RI,True,,,,,,False,FCNR Deposit,,,,,open_fcnr_deposit,"{""action"": ""open"", ""deposit_type"": ""fixed_deposit"", ""feature"": ""fcnr_deposit"", ""product"": ""fcnr_deposit""}",open fcnr deposit|start fcnr account|fcnr deposit rates|fcnr interest rates|fcnr deposit|fcnr deposit statement|fcnr deposit application|how to open fcnr deposit|convert nre to fcnr|Foreign currency fixed deposits for NRIs|How do I open an FCNR deposit?,Use for FCNR Deposit. Feature is fcnr deposit. Deposit type is fixed deposit.
396,FX,All,Overseas Transfer|Inward Remittance|Digital Inward Remittance|Digital Remittance|Transfer to India|Pay to India|Funds Transfer to India|Self Account Transfer|Me2Me|MetoMe,How do I transfer money between my accounts?,Transfer funds between your own accounts easily using Me2Me transfer.,ME2ME_TRANSFER,,Redirection ,,,,,/rfxmetome?isNewJourney=true,,liability,RI,True,,,,,,False,Me2Me Transfer,,,,,transfer_me2me,"{""action"": ""transfer"", ""feature"": ""me2me"", ""payment_type"": ""me2me_transfer"", ""product"": ""account""}",Overseas Transfer|Inward Remittance|Digital Inward Remittance|Digital Remittance|Transfer to India|Pay to India|Funds Transfer to India|Self Account Transfer|Me2Me|MetoMe|How do I transfer money between my accounts?|Me2Me Transfer,Use for Me2Me Transfer. Feature is me2me. Payment rail or bill type is me2me transfer.
397,FX,All,Open GIFT City Savings account|Create GIFT city account|GIFT City,How do I open a GIFT City savings account?,Open a GIFT City account to access international banking and investment services.,OPEN_GIFT_CITY_ACCOUNT,,Redirection ,,,,,/openGiftCityAccount,,liability,RI,True,,,,,,False,Open GIFT City Savings account,,,,,open_gift_city_savings_account,"{""account_type"": ""savings_account"", ""action"": ""open"", ""feature"": ""gift_city_savings_account"", ""product"": ""gift_city_account"", ""usage_scope"": ""international""}",Open GIFT City Savings account|Create GIFT city account|GIFT City|How do I open a GIFT City savings account?,Use for Open GIFT City Savings account. Feature is gift city savings account.
398,RL,All,Pay EMI|EMI paid|Loan EMI|How do I access my loan EMI,How do I pay my loan EMI?,Pay your loan EMI easily and track your payment status through the app.,PAY_LOAN_EMI,,Redirection,,,,,/loansDashboard/myLoans,,liability|asset|creditcard,RI,True,,,,,,False,Loan EMI,,,,,pay_loan_emi,"{""action"": ""pay"", ""feature"": ""loan_emi"", ""loan_type"": ""loan"", ""payment_type"": ""loan_emi"", ""product"": ""loan""}",Pay EMI|EMI paid|Loan EMI|How do I access my loan EMI|How do I pay my loan EMI?,Use for Loan EMI. Feature is loan emi. Loan type is loan. Payment rail or bill type is loan emi.
399,CC,All,Change billing cycle|Credit card billing cycle change|Change credit card billing cycle|Modify billing cycle|Change billing date|Change statement cycle|Update billing cycle|New billing cycle|How do I change my billing cycle,How do I change my credit card billing cycle?,Change your credit card billing cycle to align statement and due dates with your preferred schedule.,CHANGE_CC_BILLING_CYCLE,,Redirection ,,,,,/servicerequests/dashboard/credit_card/CHANGE_CREDIT_CARD_BILLING_DATE,,creditcard,RI,True,,,,,,False,Change Credit Card Billing Cycle,,,,,update_billing_cycle,"{""action"": ""update"", ""card_type"": ""credit_card"", ""feature"": ""billing_cycle"", ""limit_type"": ""billing_cycle"", ""product"": ""credit_card""}",Change billing cycle|Credit card billing cycle change|Change credit card billing cycle|Modify billing cycle|Change billing date|Change statement cycle|Update billing cycle|New billing cycle|How do I change my billing cycle|How do I change my credit card billing cycle?,Use for Change Credit Card Billing Cycle. Feature is billing cycle. Card type is credit card.
